,question,answer,language,section,wrong_answer
577,Is there anything I should not do?,"The following measures ARE NOT effective against COVID-2019 and can be harmful:SmokingWearing multiple masksTaking antibiotics (See question 10 ""Are there any medicines of therapies that can prevent or cure COVID-19?"")In any case, if you have fever, cough and difficulty breathing seek medical care early to reduce the risk of developing a more severe infection and be sure to share your recent travel history with your health care provider.",english,Q&A on coronaviruses (COVID-19),"All of the considerations described above apply to malaria-eliminating countries and those preventing re-establishment of the disease: efforts must be sustained to prevent, detect and treat malaria cases while preventing the spread of COVID-19 and ensuring the safety of those who deliver the services. Countries that are nearing malaria elimination must protect their important gains and avoid malaria resurgences. Countries that have eliminated malaria must remain vigilant for any imported cases of malaria that may be occurring to prevent reintroduction of the disease."
578,Is the source of the coronavirus causing COVID-19 known?,"Currently, the source of SARS-CoV-2, the coronavirus (CoV) causing COVID-19 is unknown. All available evidence suggests that SARS-CoV-2 has a natural animal origin and is not a constructed virus. SARS-CoV-2 virus most probably has its ecological reservoir in bats. SARS-CoV-2, belongs to a group of genetically related viruses, which also include SARS-CoV and a number of other CoVs isolated from bats populations. MERS-CoV also belongs to this group, but is less closely related.",english,Q&A on coronaviruses (COVID-19),"Environmental cleaning in healthcare facilities or homes housing patients with suspected or confirmed 2019-nCoV infection should use disinfectants that are active against enveloped viruses, such as 2019-nCoV and other coronaviruses. There are many disinfectants, including commonly used hospital disinfectants, that are active against enveloped viruses. Currently WHO recommendations include the use of:70% Ethyl alcohol to disinfect reusable dedicated equipment (e.g., thermometers) between usesSodium hypochlorite at 0.5% (equivalent 5000ppm) for disinfection of frequently touched surfaces in homes or healthcare facilitiesClick here for the guidance on clinical management of severe acute respiratory infection when novel coronavirus (nCoV) infection is suspected.Click here for the guidance on infection prevention and control during health care when novel coronavirus (nCoV) infection is suspected.More information about environmental cleaning can be found here."
579,How did the first human SARS-CoV-2 infections occur?,"The first human cases of COVID-19 were identified in Wuhan City, China in December 2019. At this stage, it is not possible to determine precisely how humans in China were initially infected with SARS-CoV-2.However, SARS-CoV, the virus which caused the SARS outbreak in 2003, jumped from an animal reservoir (civet cats, a farmed wild animal) to humans and then spread between humans. In a similar way, it is thought that SARS-CoV-2 jumped the species barrier and initially infected humans, but more likely through an intermediate host, that is another animal species more likely to be handled by humans - this could be a domestic animal, a wild animal, or a domesticated wild animal and, as of yet, has not been identified.Until the source of this virus is identified and controlled, there is a risk of reintroduction of the virus in the human population and the risk of new outbreaks like the ones we are currently experiencing.",english,Q&A on coronaviruses (COVID-19),"Remember, a mask should only be used by health workers, care takers, and individuals with respiratory symptoms, such as fever and cough.Before touching the mask, clean hands with an alcohol-based hand rub or soap and waterTake the mask and inspect it for tears or holes.Orient which side is the top side (where the metal strip is).Ensure the proper side of the mask faces outwards (the coloured side).Place the mask to your face. Pinch the metal strip or stiff edge of the mask so it moulds to the shape of your nose.Pull down the mask’s bottom so it covers your mouth and your chin.After use, take off the mask; remove the elastic loops from behind the ears while keeping the mask away from your face and clothes, to avoid touching potentially contaminated surfaces of the mask. Discard the mask in a closed bin immediately after use.Perform hand hygiene after touching or discarding the mask – Use alcohol-based hand rub or, if visibly soiled, wash your hands with soap and water."
580,Is COVID-19 airborne?,"The virus that causes COVID-19 is mainly transmitted through droplets generated when an infected person coughs, sneezes, or speaks. These droplets are too heavy to hang in the air. They quickly fall on floors or surfaces. You can be infected by breathing in the virus if you are within 1 metre of a person who has COVID-19, or by touching a contaminated surface and then touching your eyes, nose or mouth before washing your hands.",english,Q&A on coronaviruses (COVID-19),"Malaria-endemic countries in all WHO regions have reported cases of COVID-19. In the WHO African Region, which carries more than 90% of the global malaria burden, 37 countries had reported cases of the disease as of 25 March; of these, 10 countries reported local transmission of the disease. The latest situation reports on the COVID-19 pandemic are available on the WHO website."
581,Is contraception/ family planning safe to use during the COVID-19 pandemic?,"Yes. All modern methods of contraception are safe to use, including during the COVID-19 pandemic.  If you have had a baby in the last six months or have a health condition, such as diabetes, high blood pressure, or breast cancer – or if you smoke – seek advice from a health care professional to ensure you are using a method of contraception which is suitable and safe for you.",english,Contraception/Family planning and COVID-19,"&lt;!-- /* Font Definitions */@font-face	{font-family:""Cambria Math"";	panose-1:2 4 5 3 5 4 6 3 2 4;	mso-font-charset:1;	mso-generic-font-family:roman;	mso-font-format:other;	mso-font-pitch:variable;	mso-font-signature:0 0 0 0 0 0;}@font-face	{font-family:Calibri;	panose-1:2 15 5 2 2 2 4 3 2 4;	mso-font-charset:0;	mso-generic-font-family:auto;	mso-font-pitch:variable;	mso-font-signature:-536870145 1073786111 1 0 415 0;}@font-face	{font-family:""Arial Unicode MS"";	panose-1:2 11 6 4 2 2 2 2 2 4;	mso-font-charset:0;	mso-generic-font-family:auto;	mso-font-pitch:variable;	mso-font-signature:-134238209 -371195905 63 0 4129279 0;} /* Style Definitions */p.MsoNormal, li.MsoNormal, div.MsoNormal	{mso-style-unhide:no;	mso-style-parent:"""";	margin:0cm;	margin-bottom:.0001pt;	mso-pagination:widow-orphan;	font-size:12.0pt;	font-family:""Times New Roman"";	mso-fareast-font-family:""Arial Unicode MS"";	border:none;	mso-fareast-language:EN-US;}p.Body, li.Body, div.Body	{mso-style-name:Body;	mso-style-unhide:no;	mso-style-parent:"""";	margin:0cm;	margin-bottom:.0001pt;	mso-pagination:widow-orphan;	font-size:12.0pt;	font-family:""Times New Roman"";	mso-fareast-font-family:""Arial Unicode MS"";	mso-bidi-font-family:""Arial Unicode MS"";	color:black;	border:none;	mso-style-textoutline-type:none;	mso-style-textoutline-outlinestyle-dpiwidth:0pt;	mso-style-textoutline-outlinestyle-linecap:flat;	mso-style-textoutline-outlinestyle-join:bevel;	mso-style-textoutline-outlinestyle-pctmiterlimit:0%;	mso-style-textoutline-outlinestyle-dash:solid;	mso-style-textoutline-outlinestyle-align:center;	mso-style-textoutline-outlinestyle-compound:simple;	mso-ansi-language:FR;	mso-fareast-language:EN-US;	text-underline:black;}.MsoChpDefault	{mso-style-type:export-only;	mso-default-props:yes;	font-size:10.0pt;	mso-ansi-font-size:10.0pt;	mso-bidi-font-size:10.0pt;	mso-fareast-font-family:""Arial Unicode MS"";	border:none;	mso-ansi-language:EN-US;	mso-fareast-language:EN-US;}.MsoPapDefault	{mso-style-type:export-only;}@page WordSection1	{size:612.0pt 792.0pt;	margin:70.85pt 70.85pt 70.85pt 70.85pt;	mso-header-margin:36.0pt;	mso-footer-margin:36.0pt;	mso-paper-source:0;}div.WordSection1	{page:WordSection1;}--&gt;Regular physical activity benefits both the body andmind. It can reduce high blood pressure, help manage weight and reduce the riskof heart disease, stroke, type 2 diabetes, and various cancers. It alsoimproves bone and muscle strength and increases balance, flexibility andfitness. For older people, activities that improve balance help to preventfalls and injuries. For children, regular physical activity helps supporthealthy growth and development and reduce the risk of disease in later life,and through regular activity, children can develop fundamental movement skillsand build social relationships.Regular physical activity also improves mental healthand can reduce the risk of depression, cognitive decline and delay the onset ofdementia - and improve overall feelings of wellbeing."
582,I want to avoid getting pregnant during the COVID-19 pandemic. What can I do?,"If you do not want to become pregnant, you should start or continue to use your contraceptive method of choice. You may be able to access information and contraceptive services from a healthcare provider by phone or online.  If you cannot access these services you may opt for a method that is available without a prescription (such as condoms, spermicides, diaphragm, pills, or emergency contraceptive pills) from a nearby pharmacy or drug shop.",english,Contraception/Family planning and COVID-19,"No. As each international mass gathering is different, the factors to consider when determining if the event should be cancelled may also differ. Any decision to change a planned international gathering should be based on a careful assessment of the risks and how they can be managed, and the level of event planning. The assessment should involve all stakeholders in the event, and in particular the health authorities in the country or community where the event is due to take place. These authorities and stakeholders are in the best position to assess the level of stress the event might place on the local health system and emergency services – and whether this level of stress is acceptable in the current situation. It is WHO’s view that all countries with community transmission should seriously consider postponing or reducing mass gatherings that bring people together and have the potential to amplify disease and support the recommended best practice of physical distancing. Any decision will be supported through the use of WHO tools, in particular the Risk Assessment for Mass Gatherings during COVID-19. If movement restrictions and further national measures have been established in the country, the WHO RA does not apply. However, when the process of re-opening/conducting mass gatherings is being considered post movement restrictions, it will be key to ensure any decisions are based on a risk assessment, such as the WHO Mass gatherings COVID-19 risk assessment."
583,I can’t access my contraceptive method of choice. What do you advise?,"If you cannot access your contraceptive method of choice – perhaps because it requires a prescription, or because it can only be given to you by a health worker – consider using condoms, fertility awareness-based methods, lactational amenorrhea (if you are exclusively breastfeeding), or other contraceptive methods that are recommended for self-care in your country.  Depending on the situation in your country, methods recommended for self-care could include the pill or mini-pill, emergency contraception pills, and DMPA-SC (Sayana Press®).",english,Contraception/Family planning and COVID-19,"We are aware of instances of animals and pets ofCOVID-19 patients being infected with the disease;As the intergovernmental body responsible for improving animal healthworldwide, the World Organisation for Animal Health (OIE) has been developing technicalguidance on specialised topics related to animal health, dedicated toveterinary services and technical experts (including on testing andquarantine);There is a possibility for some animals to becomeinfected through close contact with infected humans. Further evidence isneeded to understand if animals and pets can spread thedisease;Based on current evidence, human to human transmission remainsthe main driver;It is still too early to say whether cats could be theintermediate host in the transmission of the COVID-19."
584,What is the best contraceptive method to use during the COVID-19 pandemic?,"All modern methods of contraception help to prevent pregnancy. Women and their partners can choose any modern contraceptive method that is acceptable to and safe for them. The best method of contraception is the one that works well for you.There is a wide variety of modern methods, one of which may suit you best. For more information see here. Condoms, when they are used consistently and correctly, are the only method of contraception that help to prevent unintended pregnancy and protect against sexually transmitted infections, including HIV.  They can be used together with other methods of contraception to protect against both unintended pregnancy and sexually transmitted infections.Emergency contraceptive pills can prevent up to 95% of pregnancies when taken within 5 days after intercourse, and they can be taken by anyone with or without a health condition",english,Contraception/Family planning and COVID-19,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but don’t develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention."
585,I want to change my contraceptive method – is this possible?,"Yes. It may be difficult however, to access all the methods of contraception that are normally available in your country due to restrictions on movement, lack of supply, as well as increased demands on health providers and services.  If you have a pre-existing health condition, consult a provider to find out what options suit you best, and which are available and feasible. Seek advice and information from your health provider and consider using methods that do not have medical restrictions like minipills, condoms, fertility awareness-based methods, diaphragm, spermicides or lactational amenorrhea if you are exclusively breastfeeding.",english,Contraception/Family planning and COVID-19,"We still do not know if a pregnant woman with COVID-19 can pass the virus to her foetus or baby during pregnancy or delivery. To date, the virus has not been found in samples of amniotic fluid or breastmilk."
586,I want to remove or replace my implant or IUD – can I do this during COVID-19 pandemic?,"Removal of long acting methods such as implants or IUDs, after the recommended period of use (and routine follow up appointments) may not be prioritized by your country’s health system during this health emergency. Seek advice from your health provider. If, due to restrictions on movement due to the COVID-19 pandemic you cannot have your long acting method removed straight away, it is important to use another method of contraception to avoid pregnancy at this time.   There are no medical problems caused by delaying removal of long acting methods such as implants or IUDs. Do not try to remove the contraception method yourself; wait until you are able to access health care from a trained provider.",english,Contraception/Family planning and COVID-19,"No, there are no special procedures for the management of bodies of persons who have died from 2019-nCoV. Authorities and medical facilities should proceed with their existing policies and regulations that guide post-mortem management of persons who died from infectious diseases."
587,"Why is providing contraception/ family planning, as well as family planning services and information, important during the COVID-19 pandemic?","Contraception and family planning information and services are life-saving and important at all times. Sexual activity does not cease with the COVID-19 pandemic, it is therefore crucial to ensure that people are able to access rights-based services and information to initiate and / or continue use of contraception. By preventing unintended pregnancies, contraception helps to protect girls and women from the negative health consequences of unintended pregnancies, which can save their lives. Contraception reduces the need for abortion, meaning that women and girls are less at risk of unsafe abortion, which again can be lifesaving.  Condoms, when used consistently and correctly, help to prevent both unintended pregnancies and sexually transmitted infections (including STIs).  In addition, by preventing the negative health consequences associated with unintended pregnancies, unsafe abortion and sexually transmitted infections (including HIV), contraception can help alleviate unnecessary additional pressure on already-stretched health systems which are working hard to address COVID-19.",english,Contraception/Family planning and COVID-19,"No. Waste produced during the health care or home care of patients with suspected or confirmed 2019-nCoV infection should be disposed of as infectious waste. For more information on disposing of infectious waste, please click here. Or visit CDC website here."
588,I am a policy maker. What can I do to make sure people can access contraception and family planning information and services?,"Plan and develop innovative strategies to ensure as many eligible people as possible can access information and contraception during this period. Increase use of mobile phones and digital technologies to help people make decisions about which contraceptive methods to use, and how they can be accessed.  Enable health care workers to provide contraceptive information and services as per national guidelines to the full extent possible.  This is particularly important where pregnancy poses a high risk to health.   Expand availability of contraceptive services (including both information and methods) through places other than healthcare facilities, such as pharmacies, drug shops, online platforms and other outlets.  This can be with or without prescription depending on national guidelines and contraceptive method.   Relax restrictions on the number of repeat issues of prescription-only hormonal contraceptives that can be issued. Ensure access to emergency post-coital contraception, including consideration of over the counter provision. Enable access to contraception for women and girls in the immediate post-partum and post abortion periods when they may access health services.",english,Contraception/Family planning and COVID-19,"While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines. WHO will continue to provide updated information as soon as clinical findings are available."
589,I am a programme manager. What can I do to help people access contraception and family planning information and services?,"Increase use of telehealth for counselling and sharing of messages related to safe and effective use of contraception and for selection and initiation of contraceptives. Ensure adequate inventory to avoid potential stock outs at all levels of the health system. Prepare advisories for users on how they can access contraceptive information, services and supplies. Monitor contraceptive consumption in your area to identify any potential pitfall and shortage.Increase availability and access to the contraceptives which can be used by the client without service provider support.",english,Contraception/Family planning and COVID-19,A model for setting up an isolation ward is currently under development. PPE specifications for healthcare workers caring for nCoV patients can be found  in the disease commodity package at: https://www.who.int/publications-detail/disease-commodity-package---novel-coronavirus-(ncov)
590,How large does a meeting or event need to be in order to be a “mass gathering”?,"High profile international sporting events such as the Olympics or World Cups as well as international religious events such as the Hajj count as mass gatherings. However, lower profile conferences and events can also meet WHO’s definition of a mass gathering. An event counts as a “mass gatherings” if the number of people it brings together is so large that it has the potential to strain the planning and response resources of the health system in the community where it takes place. You need to consider the location and duration of the event as well as the number of participants. For example, if the event takes place over several days in a small island state where the capacity of the health system is quite limited then even an event with just a few thousand participants could place a big strain on the health system and then be considered a “mass gathering” event. Conversely, if the event is held in a big city in a country with a large, well-resourced health system and lasts just a few hours, the event may not constitute a “mass gathering” event.",english,Q&A on Mass Gatherings and COVID-19,"Remember, a mask should only be used by health workers, care takers, and individuals with respiratory symptoms, such as fever and cough.Before touching the mask, clean hands with an alcohol-based hand rub or soap and waterTake the mask and inspect it for tears or holes.Orient which side is the top side (where the metal strip is).Ensure the proper side of the mask faces outwards (the coloured side).Place the mask to your face. Pinch the metal strip or stiff edge of the mask so it moulds to the shape of your nose.Pull down the mask’s bottom so it covers your mouth and your chin.After use, take off the mask; remove the elastic loops from behind the ears while keeping the mask away from your face and clothes, to avoid touching potentially contaminated surfaces of the mask. Discard the mask in a closed bin immediately after use.Perform hand hygiene after touching or discarding the mask – Use alcohol-based hand rub or, if visibly soiled, wash your hands with soap and water."
591,Does WHO recommend that all international mass gatherings be cancelled because of COVID-19?,"No. As each international mass gathering is different, the factors to consider when determining if the event should be cancelled may also differ. Any decision to change a planned international gathering should be based on a careful assessment of the risks and how they can be managed, and the level of event planning. The assessment should involve all stakeholders in the event, and in particular the health authorities in the country or community where the event is due to take place. These authorities and stakeholders are in the best position to assess the level of stress the event might place on the local health system and emergency services – and whether this level of stress is acceptable in the current situation. It is WHO’s view that all countries with community transmission should seriously consider postponing or reducing mass gatherings that bring people together and have the potential to amplify disease and support the recommended best practice of physical distancing. Any decision will be supported through the use of WHO tools, in particular the Risk Assessment for Mass Gatherings during COVID-19. If movement restrictions and further national measures have been established in the country, the WHO RA does not apply. However, when the process of re-opening/conducting mass gatherings is being considered post movement restrictions, it will be key to ensure any decisions are based on a risk assessment, such as the WHO Mass gatherings COVID-19 risk assessment.",english,Q&A on Mass Gatherings and COVID-19,"Promote hand washing, respiratory hygiene and social distancing at the event. Make sure you have emergency contact details for all participants, including where they are staying during the event. You should make it clear to them that this information will be shared with the local public health authorities to enable rapid contact tracing if a participant at the event becomes ill with COVID-19. The event organisers need to have an agreed preparedness plan in case one or more participants become ill with COVID-19 symptoms. This should include rapid isolation of the ill person and their safe transfer to a local health facility. You should consider whether the number of participants at the event could be reduced, making available participation by video or teleconference and possibly screening participants for COVID-19 symptoms (cough, fever, malaise) at points of entry to the venue. You can find advice on how individual participants can protect themselves and their loved ones from COVID-19 at: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public"
592,What factors should organizers and health authorities look at when assessing whether the risks are acceptable or not?,"For countries not currently known to be experiencing community transmission of COVID-19, the priority consideration will be whether the planned mass gathering event substantially increases the risk of the virus entering the country and becoming established, as well as the risk for participants to importing infection back to their home country and further increasing global spread. In making this assessment, the organizers and their national or local health authorities should recognize that the risk of imported cases of COVID-19 is naturally linked to international travel. They should also recognize that it is neither realistic or desirable to aim for zero risk. When organizers and health authorities are determining whether to hold a mass gathering, they should determine what is an acceptable risk and what additional measures should be implemented to mitigate the risks.For countries where COVID-19 has already started to spread in the community, key consideration will be: aiming at containing or at least slowing down the spread of the virus in the local community/country.preventing participants from other countries being infected with COVID-19  In each case the risk should be considered in the context of the known features of COVID-19, its severity, its transmissibility and the effectiveness of measures to prevent or reduce transmission. The strain already placed on the local health system in responding to COVID-19 outbreak(s), and the additional strain the mass gathering might place on the system also need to be taken into account.You can find more advice on what to look at in the WHO document Key planning recommendations for Mass Gatherings in the context of the current COVID-19 outbreak of 14 February 2020. See: https://www.who.int/publications-detail/key-planning-recommendations-for-mass-gatherings-in-the-context-of-the-current-covid-19-outbreak",english,Q&A on Mass Gatherings and COVID-19,WHO guidance remains the same. Early diagnosis and treatment are critical to prevent a mild case of malaria from progressing to severe illness or death. Countries should not scale back efforts to detect and treat malaria; doing so would seriously undermine the health and well-being of millions of people infected with a potentially life-threatening disease.
593,What if my organization does not have the expertise to assess the risks COVID-19 poses for our planned mass gathering?,The national and local public health authorities in the country where you plan to hold the mass gathering will most likely know how to conduct a health risk assessment. If there is a WHO Country Office there they may also be able to provide some expert support. So too might the WHO Regional Office in your part of the world. You can find the names and contact details of the WHO Regional Offices at https://www.who.int/about/who-we-are/regional-offices,english,Q&A on Mass Gatherings and COVID-19,"Firstly, COVID-19 and influenza viruses have a similar disease presentation. That is, they both cause respiratory disease, which presents as a wide range of illness from asymptomatic or mild through to severe disease and death.Secondly, both viruses are transmitted by contact, droplets and fomites. As a result, the same public health measures, such as hand hygiene and good respiratory etiquette (coughing into your elbow or into a tissue and immediately disposing of the tissue), are important actions all can take to prevent infection."
594,"If we go ahead with an international mass gathering, what can we do to reduce the risk of participants catching COVID-19?","Promote hand washing, respiratory hygiene and social distancing at the event. Make sure you have emergency contact details for all participants, including where they are staying during the event. You should make it clear to them that this information will be shared with the local public health authorities to enable rapid contact tracing if a participant at the event becomes ill with COVID-19. The event organisers need to have an agreed preparedness plan in case one or more participants become ill with COVID-19 symptoms. This should include rapid isolation of the ill person and their safe transfer to a local health facility. You should consider whether the number of participants at the event could be reduced, making available participation by video or teleconference and possibly screening participants for COVID-19 symptoms (cough, fever, malaise) at points of entry to the venue. You can find advice on how individual participants can protect themselves and their loved ones from COVID-19 at: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public",english,Q&A on Mass Gatherings and COVID-19,"Contraception and family planning information and services are life-saving and important at all times. Sexual activity does not cease with the COVID-19 pandemic, it is therefore crucial to ensure that people are able to access rights-based services and information to initiate and / or continue use of contraception. By preventing unintended pregnancies, contraception helps to protect girls and women from the negative health consequences of unintended pregnancies, which can save their lives. Contraception reduces the need for abortion, meaning that women and girls are less at risk of unsafe abortion, which again can be lifesaving.  Condoms, when used consistently and correctly, help to prevent both unintended pregnancies and sexually transmitted infections (including STIs).  In addition, by preventing the negative health consequences associated with unintended pregnancies, unsafe abortion and sexually transmitted infections (including HIV), contraception can help alleviate unnecessary additional pressure on already-stretched health systems which are working hard to address COVID-19."
595,Where can I find more advice on assessing and managing health risks around international mass gatherings?,"WHO has produced guidance and also a training course on how to plan for a mass gathering. The guidance and the course both look at how to conduct a risk assessment, plan for and manage health risks in partnership with the local authorities: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/technical-guidance/points-of-entry-and-mass-gatherings  You can find advice to give individual participants on how to protect themselves and their loved ones from COVID-19 at: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public",english,Q&A on Mass Gatherings and COVID-19,"No. WHO does not recommend that asymptomatic individuals (i.e., who do not have respiratory symptoms) in the community should wear medical masks, as currently there is no evidence that routine use of medical masks by healthy individuals prevents 2019-nCoV transmission. Masks are recommended to be used by symptomatic persons in the community. Misuse and overuse of medical masks may cause serious issues of shortage of stocks and lack of mask availability for those who actually need to wear them. In health care facilities where health care workers are directly taking care of suspect or confirmed 2019-nCoV acute respiratory disease patients, masks are an important part of containing 2019-nCoV spread between people, along with other PPE and hand hygiene. For more information on medical mask use, click here."
596,"How can you clean soiled bedding, towels and linens from patients with COVID-19?","All individuals dealing with soiled bedding, towels and clothes from patients with COVID-19 should: Wear appropriate personal protective equipment, which includes heavy duty gloves, mask, eye protection (face shield/goggles), long-sleeved gown, apron (if gown is not fluid resistant), boots or closed shoes before touching any soiled linen.Never carry soiled linen against body; place soiled linen in a clearly labelled, leak-proof container (e.g. bag, bucket)If there is any solid excrement on the linen, such as feces or vomit, scrape it off carefully with a flat, firm object and put it in the commode or designated toilet/latrine before putting linen in the designated container. If the latrine is not in the same room as the patient, place soiled excrement in covered bucket to dispose of in the toilet or latrine; Wash and disinfect linen: washing by machine with warm water (60-90°C) and laundry detergent is recommended for cleaning and disinfection of linens. If machine washing is not possible, linen can be soaked in hot water and soap in a large drum, using a stick to stir, avoiding splashing. If hot water not available, soak linen in 0.05% chlorine for approximately 30 minutes.  Finally, rinse with clean water and let linen dry fully in the sunlight.Additional resources for best practices for environmental cleaning can be found in the following two documents: 1) Infection prevention and control of epidemic-and pandemic prone acute respiratory infections in health care2) Best Practices for Environmental Cleaning in Healthcare Facilities in Resource-Limited Settings which was developed by CDC and ICAN in collaboration with WHO",english,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,"The virus that causes COVID-19 is mainly transmitted through droplets generated when an infected person coughs, sneezes, or speaks. These droplets are too heavy to hang in the air. They quickly fall on floors or surfaces. You can be infected by breathing in the virus if you are within 1 metre of a person who has COVID-19, or by touching a contaminated surface and then touching your eyes, nose or mouth before washing your hands."
597,"What are the recommendation regarding disinfection of vehicles, goods and products coming from China or other COVID-19 affected countries?","To date there is no epidemiological information to suggestthat contact with goods, products or vehicles shipped from COVID-19 affectedcountries have been the source of COVID-19 in humans.For these reasons, there is no disinfection recommendationsfor any goods and products coming from COVID-19 affected countries given thatthere is no available evidence that these products pose a risk to publichealth. WHO will continue to closely monitor the evolution ofCOVID-19, and will update the recommendations as needed.",english,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,"The following measures ARE NOT effective against COVID-2019 and can be harmful:SmokingWearing multiple masksTaking antibiotics (See question 10 ""Are there any medicines of therapies that can prevent or cure COVID-19?"")In any case, if you have fever, cough and difficulty breathing seek medical care early to reduce the risk of developing a more severe infection and be sure to share your recent travel history with your health care provider."
598,What personal protective equipment (PPE) should be used by healthcare workers (HCW) performing nasopharyngeal (NP) or oropharyngeal (OP) swabs on patients with suspected or confirmed COVID-19?,"Health care workers collecting NP and OP swab specimens from suspected or confirmed COVID-19 patients should be well-trained on the procedure and should wear a clean, non-sterile, long-sleeve gown, a medical mask, eye protection (i.e., googles or face shield), and gloves. Procedure should be conducted in a separate/isolation room, and during NP specimen collection health care workers should request the patients to cover their mouth with a medical mask or tissue. Although collection of NP and OP swabs have the potential to induce fits of coughing from the patient undergoing the procedure, there is no currently available evidence that cough generated via NP/OP specimen collection leads to increased risk of COVID-19 transmission via aerosols.",english,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,"Yes. All modern methods of contraception are safe to use, including during the COVID-19 pandemic.  If you have had a baby in the last six months or have a health condition, such as diabetes, high blood pressure, or breast cancer – or if you smoke – seek advice from a health care professional to ensure you are using a method of contraception which is suitable and safe for you."
599,Should blood centers routinely screen blood products for COVID-19 virus?,"No, although RNA fragments of SARS-CoV-2 were detected in blood of symptomatic COVID-19 patients, this does not mean that the virus is viable/infectious. In general, respiratory viruses are not known to be transmitted by blood transfusion. Blood centers should have routine blood donor screening measures in place to prevent individuals with respiratory symptoms or fever from donating blood.  As precautionary measures, blood centers might encourage self-deferral of those with travel history to an COVID-19 affected country in the previous 14 days, or of those who have been diagnosed with COVID-19 or are close contact with a confirmed COVID-19 case.",english,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,"Clinically stable adults, children, adolescents and pregnant and breastfeeding women as well as members of key populations (people who inject drugs, sex workers, men who have sex with men, transgender people and people living in prisons and closed settings) can benefit from simplified antiretroviral therapy delivery models which include multi-month prescriptions and dispensing (3-6 month supply) which will reduce the frequency of visits to clinical settings and ensures continuity of treatment during possible disruption of movements during the coronavirus outbreak.  Similar consideration should be given to providing people who are clinically stable on methadone or buprenorphine substitution therapy with an increased possibility for take-home medications to reduce additional burden on the health sector."
600,"Are boots, impermeable aprons, or coverall suits required as routine personal protective equipment (PE) for healthcare workers (HCW) caring for patients with suspected or confirmed 2019-nCoV infection?","No. Current WHO guidance for HCW caring for suspected or confirmed 2019-nCoV acute respiratory disease patients recommends the use of contact and droplet precautions, in addition to standard precautions which should always be used by all HCW for all patients. In terms of PPE, contact and droplet precautions include wearing disposable gloves to protect hands, and clean, non-sterile, long-sleeve gown to protect clothes from contamination, medical masks to protect nose and mouth, and eye protection (e.g., goggles, face shield), before entering the room where suspected or confirmed 2019-nCoV acute respiratory disease patients are admitted. Respirators (e.g. N95) are only required for aerosol generating procedures. For more information on PPE for HCW caring for suspected or confirmed nCoV patients, click here.",english,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,"No. As each international mass gathering is different, the factors to consider when determining if the event should be cancelled may also differ. Any decision to change a planned international gathering should be based on a careful assessment of the risks and how they can be managed, and the level of event planning. The assessment should involve all stakeholders in the event, and in particular the health authorities in the country or community where the event is due to take place. These authorities and stakeholders are in the best position to assess the level of stress the event might place on the local health system and emergency services – and whether this level of stress is acceptable in the current situation. It is WHO’s view that all countries with community transmission should seriously consider postponing or reducing mass gatherings that bring people together and have the potential to amplify disease and support the recommended best practice of physical distancing. Any decision will be supported through the use of WHO tools, in particular the Risk Assessment for Mass Gatherings during COVID-19. If movement restrictions and further national measures have been established in the country, the WHO RA does not apply. However, when the process of re-opening/conducting mass gatherings is being considered post movement restrictions, it will be key to ensure any decisions are based on a risk assessment, such as the WHO Mass gatherings COVID-19 risk assessment."
